unique_number,id_no,category,name_en,short_description_en,justification_en,date_inscribed,endangered,longitude,latitude,area_hectares,region_en,states_name_en,undp_code
2309,1605,Cultural,"Jaipur City, Rajasthan","The walled city of Jaipur, in India’s north-western state of Rajasthan was founded in 1727 by Sawai Jai Singh II. Unlike other cities in the region located in hilly terrain, Jaipur was established on the plain and built according to a grid plan interpreted in the light of Vedic architecture. The streets feature continuous colonnaded businesses that intersect in the centre, creating large public squares called <em>chaupars</em>. Markets, shops, residences and temples built along the main streets have uniform facades. The city's urban planning shows an exchange of ideas from ancient Hindu and early modern Mughal as well as Western cultures. The grid plan is a model that prevails in the West, while the organization of the different city sectors (chowkris) refers to traditional Hindu concepts. Designed to be a commercial capital, the city has maintained its local commercial, artisanal and cooperative traditions to this day.",,2019,0,75.8218611111,26.9242777778,710,Asia and the Pacific,India,ind
2386,1645,Cultural,Dholavira: a Harappan City,"<p>The ancient city of Dholavira, the southern centre of the Harappan Civilization, is sited on the arid island of Khadir in the State of Gujarat. Occupied between ca. 3000-1500 BCE, the archaeological site, one of the best preserved urban settlements from the period in Southeast Asia, comprises a fortified city and a cemetery. Two seasonal streams provided water, a scarce resource in the region, to the walled city which comprises a heavily fortified castle and ceremonial ground as well as streets and houses of different proportion quality which testify to a stratified social order. A sophisticated water management system demonstrates the ingenuity of the Dholavira people in their struggle to survive and thrive in a harsh environment. The site includes a large cemetery with cenotaphs of six types testifying to the Harappan’s unique view of death. Bead processing workshops and artifacts of various kinds such as copper, shell, stone, jewellery of semi-precious stones, terracotta, gold, ivory and other materials have been found during archaeological excavations of the site, exhibiting the culture’s artistic and technological achievements. Evidence for inter-regional trade with other Harappan cities, as well as with cities in the Mesopotamia region and the Oman peninsula have also been discovered. </p>",,2021,0,70.2133027778,23.8884083333,103,Asia and the Pacific,India,ind
700,592,Cultural,Borobudur Temple Compounds,"<p>This famous Buddhist temple, dating from the 8th and 9th centuries, is located in central Java. It was built in three tiers: a pyramidal base with five concentric square terraces, the trunk of a cone with three circular platforms and, at the top, a monumental stupa. The walls and balustrades are decorated with fine low reliefs, covering a total surface area of 2,500 m<sup>2</sup>. Around the circular platforms are 72 openwork stupas, each containing a statue of the Buddha. The monument was restored with UNESCO's help in the 1970s.</p>",,1991,0,110.20361,-7.60778,25.51,Asia and the Pacific,Indonesia,idn
701,593,Cultural,Sangiran Early Man Site,"<p>Excavations here from 1936 to 1941 led to the discovery of the first hominid fossil at this site. Later, 50 fossils of <em>Meganthropus palaeo</em> and <em>Pithecanthropus erectus/Homo erectus</em> were found &ndash; half of all the world's known hominid fossils. Inhabited for the past one and a half million years, Sangiran is one of the key sites for the understanding of human evolution.</p>",<p>The Committee decided to inscribe the nominated site under cultural criteria (iii) and (vi) as one of the key sites for the understanding of human evolution that admirably illustrates the development of Homo sapiens sapiens from the Lower Pleistocene to the present through the outstanding fossil and artefactual material that it has produced.</p>,1996,0,110.8166667,-7.4,5600,Asia and the Pacific,Indonesia,idn
722,608,Natural,Ujung Kulon National Park,"<p>This national park, located in the extreme south-western tip of Java on the Sunda shelf, includes the Ujung Kulon peninsula and several offshore islands and encompasses the natural reserve of Krakatoa. In addition to its natural beauty and geological interest – particularly for the study of inland volcanoes – it contains the largest remaining area of lowland rainforests in the Java plain. Several species of endangered plants and animals can be found there, the Javan rhinoceros being the most seriously under threat.</p>",,1991,0,105.3333333,-6.75,78525,Asia and the Pacific,Indonesia,idn
723,609,Natural,Komodo National Park,"<p>These volcanic islands are inhabited by a population of around 5,700 giant lizards, whose appearance and aggressive behaviour have led to them being called 'Komodo dragons'. They exist nowhere else in the world and are of great interest to scientists studying the theory of evolution. The rugged hillsides of dry savannah and pockets of thorny green vegetation contrast starkly with the brilliant white sandy beaches and the blue waters surging over coral.</p>",,1991,0,119.48944,-8.54333,219322,Asia and the Pacific,Indonesia,idn
762,642,Cultural,Prambanan Temple Compounds,"<p>Built in the 10th century, this is the largest temple compound dedicated to Shiva in Indonesia. Rising above the centre of the last of these concentric squares are three temples decorated with reliefs illustrating the epic of the <em>Ramayana</em>, dedicated to the three great Hindu divinities (Shiva, Vishnu and Brahma) and three temples dedicated to the animals who serve them.</p>",,1991,0,110.49167,-7.75222,0,Asia and the Pacific,Indonesia,idn
1118,955,Natural,Lorentz National Park,"<p>Lorentz National Park (2.35 million ha) is the largest protected area in South-East Asia. It is the only protected area in the world to incorporate a continuous, intact transect from snowcap to tropical marine environment, including extensive lowland wetlands. Located at the meeting-point of two colliding continental plates, the area has a complex geology with ongoing mountain formation as well as major sculpting by glaciation. The area also contains fossil sites which provide evidence of the evolution of life on New Guinea, a high level of endemism and the highest level of biodiversity in the region.</p>","<p>The site is the largest protected area in Southeast Asia (2.35 mil. ha.) and the only protected area in the world which incorporates a continuous, intact transect from snow cap to tropical marine environment, including extensive lowland wetlands. Located at the meeting point of two colliding continental plates, the area has a complex geology with on-going mountain formation as well as major sculpting by glaciation and shoreline accretion which has formed much of the lowland areas. These processes have led to a high level of endemism and the area supports the highest level of biodiversity in the region. The area also contains fossil sites that record the evolution of life on New Guinea.</p>",1999,0,137.83333,-4.75,2350000,Asia and the Pacific,Indonesia,idn
1344,1167,Natural,Tropical Rainforest Heritage of Sumatra,"<p>The 2.5 million hectare Tropical Rainforest Heritage of Sumatra site comprises three national parks: Gunung Leuser National Park, Kerinci Seblat National Park and Bukit Barisan Selatan National Park. The site holds the greatest potential for long-term conservation of the distinctive and diverse biota of Sumatra, including many endangered species. The protected area is home to an estimated 10,000 plant species, including 17 endemic genera; more than 200 mammal species; and some 580 bird species of which 465 are resident and 21 are endemic. Of the mammal species, 22 are Asian, not found elsewhere in the archipelago and 15 are confined to the Indonesian region, including the endemic Sumatran orang-utan. The site also provides biogeographic evidence of the evolution of the island.</p>","<p><strong>Criterion (vii):</strong> The parks that comprise the Tropical Rainforest Heritage of Sumatra are all located on the prominent main spine of the Bukit Barisan Mountains, known as the 'Andes of Sumatra'. Outstanding scenic landscapes abound at all scales. The mountains of each site present prominent mountainous backdrops to the settled and developed lowlands of Sumatra. The combination of the spectacularly beautiful Lake Gunung Tujuh (the highest lake in southeast Asia), the magnificence of the giant Mount Kerinci volcano, numerous small volcanic, coastal and glacial lakes in natural forested settings, fumaroles belching smoke from forested mountains and numerous waterfalls and cave systems in lush rainforest settings, emphazise the outstanding beauty of the Tropical Rainforest Heritage of Sumatra.</p>
<p><strong>Criterion (ix):</strong> The Tropical Rainforest Heritage of Sumatra represent the most important blocks of forest on the island of Sumatra for the conservation of the biodiversity of both lowland and mountain forests. This once vast island of tropical rainforest, in the space of only 50 years, has been reduced to isolated remnants including those centred on the three nominated sites. The Leuser Ecosystem, including the Gunung Leuser National Park, is by far the largest and most significant forest remnant remaining in Sumatra. All three parks would undoubtedly have been important climatic refugia for species over evolutionary time and have now become critically important refugia for future evolutionary processes.</p>
<p><strong>Criterion (x):</strong> All three parks that comprise the Tropical Rainforest Heritage of Sumatra are areas of very diverse habitat and exceptional biodiversity. Collectively, the three sites include more than 50% of the total plant diversity of Sumatra. At least 92 local endemic species have been identified in Gunung Leuser National Park. The nomination contains populations of both the world’s largest flower (Rafflesia arnoldi) and the tallest flower (Amorphophallus titanium). The relict lowland forests in the nominated sites are very important for conservation of the plant and animal biodiversity of the rapidly disappearing lowland forests of South East Asia. Similarly, the montane forests, although less threatened, are very important for conservation of the distinctive montane vegetation of the property.</p>",2004,1,101.5,-2.5,2595124,Asia and the Pacific,Indonesia,idn
1836,1194,Cultural,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,"<p>The cultural landscape of Bali consists of five rice terraces and their water temples that cover 19,500&nbsp;ha. The temples are the focus of a cooperative water management system of canals and weirs, known as <em>subak,</em> that dates back to the 9th century. Included in the landscape is the 18th-century Royal Water Temple of Pura Taman Ayun, the largest and most impressive architectural edifice of its type on the island. The <em>subak</em> reflects the philosophical concept of <em>Tri Hita Karana</em>, which brings together the realms of the spirit, the human world and nature. This philosophy was born of the cultural exchange between Bali and India over the past 2,000 years and has shaped the landscape of Bali. The <em>subak </em>system of democratic and egalitarian farming practices has enabled the Balinese to become the most prolific rice growers in the archipelago despite the challenge of supporting a dense population.</p>",,2012,0,115.4027777778,-8.2591666667,19519.9,Asia and the Pacific,Indonesia,idn
2311,1610,Cultural,Ombilin Coal Mining Heritage of Sawahlunto,"<p>Built for the extraction, processing and transport of high-quality coal in an inaccessible region of Sumatra, this industrial site was developed by the Netherlands East Indies’ government in the globally important period of industrialisation from the late 19th to the beginning of the 20th century. The workforce was recruited from the local Minangkabau people and supplemented by Javanese and Chinese contract workers, and convict labourers from Dutch-controlled areas. It comprises the mining site and company town, coal storage facilities at the port of Emmahaven and the railway network linking the mines to the coastal facilities. The Ombilin Coal Mining Heritage was built as an integrated system that enabled the efficient deep-bore extraction, processing, transport and shipment of coal. It is also an outstanding testimony of exchange and fusion between local knowledge and practices and European technology.</p>",,2019,0,100.7378833333,-0.7666255556,268.18,Asia and the Pacific,Indonesia,idn
122,113,Cultural,Tchogha Zanbil,"<p>The ruins of the holy city of the Kingdom of Elam, surrounded by three huge concentric walls, are found at Tchogha Zanbil. Founded c. 1250 B.C., the city remained unfinished after it was invaded by Ashurbanipal, as shown by the thousands of unused bricks left at the site.</p>",,1979,0,48.522118,32.00857,0,Asia and the Pacific,Iran (Islamic Republic of),irn
123,114,Cultural,Persepolis,"<p>Founded by Darius I in 518 B.C., Persepolis was the capital of the Achaemenid Empire. It was built on an immense half-artificial, half-natural terrace, where the king of kings created an impressive palace complex inspired by Mesopotamian models. The importance and quality of the monumental ruins make it a unique archaeological site.</p>",,1979,0,52.89028,29.93444,12.5,Asia and the Pacific,Iran (Islamic Republic of),irn
125,115,Cultural,"Meidan Emam, Esfahan","<p>Built by Shah Abbas I the Great at the beginning of the 17th century, and bordered on all sides by monumental buildings linked by a series of two-storeyed arcades, the site is known for the Royal Mosque, the Mosque of Sheykh Lotfollah, the magnificent Portico of Qaysariyyeh and the 15th-century Timurid palace. They are an impressive testimony to the level of social and cultural life in Persia during the Safavid era.</p>",,1979,0,51.6777777777,32.65745,0,Asia and the Pacific,Iran (Islamic Republic of),irn
1254,1077,Cultural,Takht-e Soleyman,"<p>The archaeological site of Takht-e Soleyman, in north-western Iran, is situated in a valley set in a volcanic mountain region. The site includes the principal Zoroastrian sanctuary partly rebuilt in the Ilkhanid (Mongol) period (13th century) as well as a temple of the Sasanian period (6th and 7th centuries) dedicated to Anahita. The site has important symbolic significance. The designs of the fire temple, the palace and the general layout have strongly influenced the development of Islamic architecture.</p>","<p>Criterion i: <br />Takht-e Soleyman is an outstanding ensemble of royal architecture, joining the principal architectural elements created by the Sasanians in a harmonious composition inspired by their natural context.</p>
<p>Criterion ii: <br />The composition and the architectural elements created by the Sasanians at Takht-e Soleyman have had strong influence not only in the development of religious architecture in the Islamic period, but also in other cultures.</p>
<p>Criterion iii: <br />The ensemble of Takht-e Soleyman is an exceptional testimony of the continuation of cult related to fire and water over a period of some two and half millennia. The archaeological heritage of the site is further enriched by the Sasanian town, which is still to be excavated.</p>
<p>Criterion iv: <br />Takht-e Soleyman represents an outstanding example of Zoroastrian sanctuary, integrated with Sasanian palatial architecture within a composition, which can be seen as a prototype.</p>
<p>Criterion vi: <br />As the principal Zoroastrian sanctuary, Takht-e Soleyman is the foremost site associated with one of the early monotheistic religions of the world. The site has many important symbolic relationships, being also a testimony of the association of the ancient beliefs, much earlier than the Zoroastrianism, as well as in its association with significant biblical figures and legends.</p>",2003,0,47.235,36.60388889,10,Asia and the Pacific,Iran (Islamic Republic of),irn
1284,1106,Cultural,Pasargadae,"<p>Pasargadae was the first dynastic capital of the Achaemenid Empire, founded by Cyrus II the Great, in Pars, homeland of the Persians, in the 6th century BC. Its palaces, gardens and the mausoleum of Cyrus are outstanding examples of the first phase of royal Achaemenid art and architecture and exceptional testimonies of Persian civilization. Particularly noteworthy vestiges in the 160-ha site include: the Mausoleum of Cyrus II; Tall-e Takht, a fortified terrace; and a royal ensemble of gatehouse, audience hall, residential palace and gardens. Pasargadae was the capital of the first great multicultural empire in Western Asia. Spanning the Eastern Mediterranean and Egypt to the Hindus River, it is considered to be the first empire that respected the cultural diversity of its different peoples. This was reflected in Achaemenid architecture, a synthetic representation of different cultures.</p>","<p><em>Criterion (i):</em> Pasargadae is the first outstanding expression of the royal Achaemenid architecture.</p>
<p><em>Criterion (ii):</em> The dynastic capital of Pasargadae was built by Cyrus the Great with a contribution by different peoples of the empire created by him. It became a fundamental phase in the evolution of the classic Persian art and architecture.</p>
<p><em>Criterion (iii):</em> The archaeological site of Pasargadae with its palaces, gardens, and the tomb of the founder of the dynasty, Cyrus the Great, represents an exceptional testimony to the Achaemenid civilisation in Persia.</p>
<p><em>Criterion (iv):</em> The ‘Four Gardens’ type of royal ensemble, which was created in Pasargadae became a prototype for Western Asian architecture and design.</p>",2004,0,53.16729,30.19383,159.65,Asia and the Pacific,Iran (Islamic Republic of),irn
1365,1188,Cultural,Soltaniyeh,"<p>The mausoleum of Oljaytu was constructed in 1302–12 in the city of Soltaniyeh, the capital of the Ilkhanid dynasty, which was founded by the Mongols. Situated in the province of Zanjan, Soltaniyeh is one of the outstanding examples of the achievements of Persian architecture and a key monument in the development of its Islamic architecture. The octagonal building is crowned with a 50 m tall dome covered in turquoise-blue faience and surrounded by eight slender minarets. It is the earliest existing example of the double-shelled dome in Iran. The mausoleum’s interior decoration is also outstanding and scholars such as A.U. Pope have described the building as ‘anticipating the Taj Mahal’.</p>","<p><em>Criterion (ii): </em> The Mausoleum of Oljaytu forms an essential link in the development of the Islamic architecture in central and western Asia, from the classical Seljuk phase into the Timurid period. This is particularly relevant to the double-shell structure and the elaborate use of materials and themes in the decoration.</p>
<p><em>Criterion (iii): </em> Soltaniyeh as the ancient capital of the Ilkhanid dynasty represents an exceptional testimony to the history of the 13th and 14th centuries.</p>
<p><em>Criterion (iv): </em> The Mausoleum of Oljaytu represents an outstanding achievement in the development of Persian architecture particularly in the Ilkhanid period, characterized by its innovative engineering structure, spatial proportions, architectural forms and the decorative patterns and techniques.</p>",2005,0,48.79667,36.43528,790.146,Asia and the Pacific,Iran (Islamic Republic of),irn
1564,1208,Cultural,Bam and its Cultural Landscape,"<p>Bam is situated in a desert environment on the southern edge of the Iranian high plateau. The origins of Bam can be traced back to the Achaemenid period (6th to 4th centuries BC). Its heyday was from the 7th to 11th centuries, being at the crossroads of important trade routes and known for the production of silk and cotton garments. The existence of life in the oasis was based on the underground irrigation canals, the qanāts, of which Bam has preserved some of the earliest evidence in Iran. Arg-e Bam is the most representative example of a fortified medieval town built in vernacular technique using mud layers (<em>Chineh</em> ).</p>","<p><em>Criterion (ii):</em> Bam developed at the crossroads of important trade routes at the southern side of the Iranian high plateau, and it became an outstanding example of the interaction of the various influences.</p>
<p><em>Criterion (iii):</em> The Bam and its Cultural Landscape represents an exceptional testimony to the development of a trading settlement in the desert environment of the Central Asian region.</p>
<p><em>Criterion (iv):</em> The city of Bam represents an outstanding example of a fortified settlement and citadel in the Central Asian region, based on the use mud layer technique (Chineh) combined with mud bricks (Khesht).</p>
<p><em>Criterion (v):</em> The cultural landscape of Bam is an outstanding representation of the interaction of man and nature in a desert environment, using the qanats. The system is based on a strict social system with precise tasks and responsibilities, which have been maintained in use until the present, but has now become vulnerable to irreversible change.</p>",2004,0,58.3666666667,29.11683,0,Asia and the Pacific,Iran (Islamic Republic of),irn
1399,1222,Cultural,Bisotun,"<p>Bisotun is located along the ancient trade route linking the Iranian high plateau with Mesopotamia and features remains from the prehistoric times to the Median, Achaemenid, Sassanian, and Ilkhanid periods. The principal monument of this archaeological site is the bas-relief and cuneiform inscription ordered by Darius I, The Great, when he rose to the throne of the Persian Empire, 521 BC. The bas-relief portrays Darius holding a bow, as a sign of sovereignty, and treading on the chest of a figure who lies on his back before him. According to legend, the figure represents Gaumata, the Median Magus and pretender to the throne whose assassination led to Darius’s rise to power. Below and around the bas-reliefs, there are ca. 1,200 lines of inscriptions telling the story of the battles Darius waged in 521-520 BC against the governors who attempted to take apart the Empire founded by Cyrus. The inscription is written in three languages. The oldest is an Elamite text referring to legends describing the king and the rebellions. This is followed by a Babylonian version of similar legends. The last phase of the inscription is particularly important, as it is here that Darius introduced for the first time the Old Persian version of his res gestae (things done). This is the only known monumental text of the Achaemenids to document the re-establishment of the Empire by Darius I. It also bears witness to the interchange of influences in the development of monumental art and writing in the region of the Persian Empire. There are also remains from the Median period (8th to 7th centuries B.C.) as well as from the Achaemenid (6th to 4th centuries B.C.) and post-Achaemenid periods.</p>",,2006,0,47.4366666666,34.3883333333,187,Asia and the Pacific,Iran (Islamic Republic of),irn
1542,1262,Cultural,Armenian Monastic Ensembles of Iran,"<p>The Armenian Monastic Ensembles of Iran, in the north-west of the country, consists of three monastic ensembles of the Armenian Christian faith: St Thaddeus and St Stepanos and the Chapel of Dzordzor. These edifices - the oldest of which, St Thaddeus, dates back to the 7th century – are examples of outstanding universal value of the Armenian architectural and decorative traditions. They bear testimony to very important interchanges with the other regional cultures, in particular the Byzantine, Orthodox and Persian. Situated on the south-eastern fringe of the main zone of the Armenian cultural space, the monasteries constituted a major centre for the dissemination of that culture in the region. They are the last regional remains of this culture that are still in a satisfactory state of integrity and authenticity. Furthermore, as places of pilgrimage, the monastic ensembles are living witnesses of Armenian religious traditions through the centuries.</p>",,2008,0,45.4733333333,38.9788888889,129.2819,Asia and the Pacific,Iran (Islamic Republic of),irn
1599,1315,Cultural,Shushtar Historical Hydraulic System,"<p>Shushtar, Historical Hydraulic System, inscribed as a masterpiece of creative genius, can be traced back to Darius the Great in the 5th century B.C. It involved the creation of two main diversion canals on the river Kârun one of which, Gargar canal, is still in use providing water to the city of Shushtar via a series of tunnels that supply water to mills. It forms a spectacular cliff from which water cascades into a downstream basin. It then enters the plain situated south of the city where it has enabled the planting of orchards and farming over an area of 40,000 ha. known as Mianâb (Paradise). The property has an ensemble of remarkable sites including the Salâsel Castel, the operation centre of the entire hydraulic system, the tower where the water level is measured, damns, bridges, basins and mills. It bears witness to the know-how of the Elamites and Mesopotamians as well as more recent Nabatean expertise and Roman building influence.</p>",,2009,0,48.8358333333,32.0186111111,240.4152,Asia and the Pacific,Iran (Islamic Republic of),irn
1680,1345,Cultural,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,"<p>Built between the beginning of the 16<sup><span style=""font-size: xx-small;"">th</span> </sup> century and the end of the 18<sup><span style=""font-size: xx-small;"">th</span> </sup> century, this place of spiritual retreat in the Sufi tradition uses Iranian traditional architectural forms to maximize use of available space to accommodate a variety of functions (including a library, a mosque, a school, mausolea, a cistern, a hospital, kitchens, a bakery, and some offices). It incorporates a route to reach the shrine of the Sheikh divided into seven segments, which mirror the seven stages of Sufi mysticism, separated by eight gates, which represent the eight attitudes of Sufism. The ensemble includes well-preserved and richly ornamented facades and interiors, with a remarkable collection of antique artefacts. It constitutes a rare ensemble of elements of medieval Islamic architecture.</p>",,2010,0,48.2913888889,38.2486111111,2.1353,Asia and the Pacific,Iran (Islamic Republic of),irn
1681,1346,Cultural,Tabriz Historic Bazaar Complex,"<p>Tabriz has been a place of cultural exchange since antiquity and its historic bazaar complex is one of the most important commercial centres on the Silk Road. Tabriz Historic Bazaar Complex consists of a series of interconnected, covered, brick structures, buildings, and enclosed spaces for different functions. Tabriz and its Bazaar were already prosperous and famous in the 13th century, when the town, in the province of Eastern Azerbaijan, became the capital city of the Safavid kingdom. The city lost its status as capital in the 16th century, but remained important as a commercial hub until the end of the 18th century, with the expansion of Ottoman power. It is one of the most complete examples of the traditional commercial and cultural system of Iran.</p>",,2010,0,46.2930555556,38.0813888889,28.9733,Asia and the Pacific,Iran (Islamic Republic of),irn
1768,1372,Cultural,The Persian Garden,"<p>The property includes nine gardens in as many provinces. They exemplify the diversity of Persian garden designs that evolved and adapted to different climate conditions while retaining principles that have their roots in the times of Cyrus the Great, 6th century BC. Always divided into four sectors, with water playing an important role for both irrigation and ornamentation, the Persian garden was conceived to symbolize Eden and the four Zoroastrian elements of sky, earth, water and plants. These gardens, dating back to different periods since the 6th century BC, also feature buildings, pavilions and walls, as well as sophisticated irrigation systems. They have influenced the art of garden design as far as India and Spain.</p>",,2011,0,53.1666666667,30.1666666667,716.35,Asia and the Pacific,Iran (Islamic Republic of),irn
1821,1397,Cultural,Masjed-e Jāmé of Isfahan  ,"<p>Located in the historic centre of Isfahan, the Masjed-e Jām&eacute; (&lsquo;Friday mosque&rsquo;) can be seen as a stunning illustration of the evolution of mosque architecture over twelve centuries, starting in ad&nbsp;841. It is the oldest preserved edifice of its type in Iran and a prototype for later mosque designs throughout Central Asia. The complex, covering more than 20,000&nbsp;m<sup>2</sup>, is also the first Islamic building that adapted the four-courtyard layout of Sassanid palaces to Islamic religious architecture. Its double-shelled ribbed domes represent an architectural innovation that inspired builders throughout the region. The site also features remarkable decorative details representative of stylistic developments over more than a thousand years of Islamic art.</p>",,2012,0,51.6852777778,32.6697222222,2.0756,Asia and the Pacific,Iran (Islamic Republic of),irn
1822,1398,Cultural,Gonbad-e Qābus,"<p>The 53&nbsp;m high tomb built in ad 1006 for Qābus Ibn Voshmgir, Ziyarid ruler and literati, near the ruins of the ancient city of Jorjan in north-east Iran, bears testimony to the cultural exchange between Central Asian nomads and the ancient civilization of Iran. The tower is the only remaining evidence of Jorjan, a former centre of arts and science that was destroyed during the Mongols&rsquo; invasion in the 14th and 15th centuries. It is an outstanding and technologically innovative example of Islamic architecture that influenced sacral building in Iran, Anatolia and Central Asia. Built of unglazed fired bricks, the monument&rsquo;s intricate geometric forms constitute a tapering cylinder with a diameter of 17&ndash;15.5&nbsp;m, topped by a conical brick roof. It illustrates the development of mathematics and science in the Muslim world at the turn of the first millennium AD.</p>",,2012,0,55.169,37.2580277778,1.4754,Asia and the Pacific,Iran (Islamic Republic of),irn
1888,1422,Cultural,Golestan Palace,"<p>The lavish Golestan Palace is a masterpiece of the Qajar era, embodying the successful integration of earlier Persian crafts and architecture with Western influences. The walled Palace, one of the oldest groups of buildings in Teheran, became the seat of government of the Qajar family, which came into power in 1779 and made Teheran the capital of the country. Built around a garden featuring pools as well as planted areas, the Palace’s most characteristic features and rich ornaments date from the 19th century. It became a centre of Qajari arts and architecture of which it is an outstanding example and has remained a source of inspiration for Iranian artists and architects to this day. It represents a new style incorporating traditional Persian arts and crafts and elements of 18th century architecture and technology.</p>",,2013,0,51.4205111111,35.6803666667,5.3,Asia and the Pacific,Iran (Islamic Republic of),irn
2073,1423,Cultural,Cultural Landscape of Maymand,"<p><span>Maymand is a self-contained, semi-arid area at the end of a valley at the southern extremity of Iran’s central mountains. The villagers are semi-nomadic agro-pastoralists. They raise their animals on mountain pastures, living in temporary settlements in spring and autumn. During the winter months they live lower down the valley in cave dwellings carved out of the soft rock (</span><em>kamar</em><span>), an unusual form of housing in a dry, desert environment.  This cultural landscape is an example of a system that appears to have been more widespread in the past and involves the movement of people rather than animals.</span></p>",,2015,0,55.3755555556,30.1680555556,4953.85,Asia and the Pacific,Iran (Islamic Republic of),irn
1999,1455,Cultural,Susa,"<p>Located in the south-west of Iran, in the lower Zagros Mountains, the property encompasses a group of archaeological mounds rising on the eastern side of the Shavur River, as well as Ardeshir’s palace, on the opposite bank of the river. The excavated architectural monuments include administrative, residential and palatial structures. Susa contains several layers of superimposed urban settlements in a continuous succession from the late 5<sup>th</sup> millennium BCE until the 13<sup>th</sup> century CE. The site bears exceptional testimony to the Elamite, Persian and Parthian cultural traditions, which have largely disappeared.</p>",,2015,0,48.2561111111,32.1894444444,350,Asia and the Pacific,Iran (Islamic Republic of),irn
2000,1456,Cultural,Shahr-i Sokhta,"<p>Shahr-i Sokhta, meaning ‘Burnt City’, is located at the junction of Bronze Age trade routes crossing the Iranian plateau. The remains of the mudbrick city represent the emergence of the first complex societies in eastern Iran. Founded around 3200 BC, it was populated during four main periods up to 1800 BC, during which time there developed several distinct areas within the city: those where monuments were built, and separate quarters for housing, burial and manufacture. Diversions in water courses and climate change led to the eventual abandonment of the city in the early second millennium. The structures, burial grounds and large number of significant artefacts unearthed there, and their well-preserved state due to the dry desert climate, make this site a rich source of information regarding the emergence of complex societies and contacts between them in the third millennium BC.</p>",,2014,0,61.3277777778,30.5938888889,275,Asia and the Pacific,Iran (Islamic Republic of),irn
2095,1505,Natural,Lut Desert,"<p>The Lut Desert, or Dasht-e-Lut, is located in the south-east of the country. Between June and October, this arid subtropical area is swept by strong winds, which transport sediment and cause aeolian erosion on a colossal scale. Consequently, the site presents some of the most spectacular examples of aeolian yardang landforms (massive corrugated ridges). It also contains extensive stony deserts and dune fields. The property represents an exceptional example of ongoing geological processes. </p>",,2016,0,58.8388888889,30.2161111111,2278015,Asia and the Pacific,Iran (Islamic Republic of),irn
2096,1506,Cultural,The Persian Qanat,"<p>Throughout the arid regions of Iran, agricultural and permanent settlements are supported by the ancient qanat system of tapping alluvial aquifers at the heads of valleys and conducting the water along underground tunnels by gravity, often over many kilometres. The eleven qanats representing this system include rest areas for workers, water reservoirs and watermills. The traditional communal management system still in place allows equitable and sustainable water sharing and distribution. The qanats provide exceptional testimony to cultural traditions and civilizations in desert areas with an arid climate.</p>",,2016,0,58.6544444444,34.29,19057,Asia and the Pacific,Iran (Islamic Republic of),irn
2148,1544,Cultural,Historic City of Yazd,"<p>The City of Yazd is located in the middle of the Iranian plateau, 270 km southeast of Isfahan, close to the Spice and Silk Roads. It bears living testimony to the use of limited resources for survival in the desert. Water is supplied to the city through a qanat system developed to draw underground water. The earthen architecture of Yazd has escaped the modernization that destroyed many traditional earthen towns, retaining its traditional districts, the qanat system, traditional houses, bazars, hammams, mosques, synagogues, Zoroastrian temples and the historic garden of Dolat-abad.</p>",,2017,0,54.3691666667,31.9013888889,195.67,Asia and the Pacific,Iran (Islamic Republic of),irn
2233,1568,Cultural,Sassanid Archaeological Landscape of Fars Region,"<p>The eight archaeological sites situated in three geographical areas in the southeast of Fars Province: Firuzabad, Bishapur and Sarvestan. The fortified structures, palaces and city plans date back to the earliest and latest times of the Sassanian Empire, which stretched across the region from 224 to 658 CE. Among these sites is the capital built by the founder of the dynasty, Ardashir Papakan, as well as a city and architectural structures of his successor, Shapur I. The archaeological landscape reflects the optimized utilization of natural topography and bears witness to the influence of Achaemenid and Parthian cultural traditions and of Roman art, which had a significant impact on the architecture of the Islamic era.</p>",,2018,0,51.57045,29.7774805556,639.3,Asia and the Pacific,Iran (Islamic Republic of),irn
2273,1584,Natural,Hyrcanian Forests,"<p>Hyrcanian forests form a unique forested massif that stretches 850 km along the southern coast of the Caspian Sea. The history of these broad-leaved forests dates back 25 to 50 million years, when they covered most of this Northern Temperate region. These ancient forest areas retreated during the Quaternary glaciations and then expanded again as the climate became milder. Their floristic biodiversity is remarkable: 44% of the vascular plants known in Iran are found in the Hyrcanian region, which only covers 7% of the country. To date, 180 species of birds typical of broad-leaved temperate forests and 58 mammal species have been recorded, including the iconic Persian Leopard (<em>Panthera pardus tulliana</em>).</p>",,2019,0,55.7242777778,37.4214722222,129484.74,Asia and the Pacific,Iran (Islamic Republic of),irn
